影梦情牵,摄影师eale老秘,
【湖北武汉】汉口租界（九）：江汉路步行街,晓风季月,2025年1月30日 湖北省武汉市江汉区汉口租界打卡游接近尾声，快到江汉路了。交通部长江航务管理局门前的喷泉，可惜冬季不适合和喷泉亲密接触。停在江汉关附近的双层观光大巴。街头雕塑《收回英租界》，武汉不
沙滩壮丽沙细柔软的金銮湾,行摄千里,金銮湾沙滩位于 漳州市东山县545县道东150米。金銮湾的沙滩十分壮丽，沿海沙滩长达5000米，宽约60-100米，沙子细小而柔软，干沙子抓在手上都会随风吹走。 金銮湾也有一个双面海，只是比南屿双
玉蕊含香——长安街上赏玉兰,彭世直,【庆春泽】玉蕊含香云荡晴空风细。方翠柳飞鸣，蕊葩争丽。闲步去城中，念及精趣。紫禁春深，畅情伴幽迹。长安胜景十里。绝雅玉兰兮，琼瑶神逸。琉瓦映韶光，红墙诗语。半抺丹霞，任清影横意。
行走湘西：即将消失的风景,走着瞧摄影,这里地势平坦，土地肥沃，每年村民都会根据农时轮种油菜和水稻，城里人春天趋之若鹜来此欣赏油菜花，秋天又趋之若鹜来此闻稻花香。大兴寨水库计划今年秋天蓄水，吉首地区最靓丽的风景线将成为库区，风景消失了，但人
“家教杂说”之三十五：《是宝贝儿子把妈妈活活气死的》,赵忠心家庭教育,标签：关注孩子在家庭中地位过低过高都不好分类：家教杂说《是宝贝儿子把妈妈活活气死的》赵忠心世界之大，无奇不有。前些年，在河南省原阳县，曾经发生一起母亲被亲生的独生儿子活活气死的事件。孩子惯出了毛病，爸
郑博士：54个阳宅小贴士说你听（3）,郑博士,郑伟建博士/文在人们的生活和工作中，小贴士很多很多是禁忌——郑博士前几天说了54个阳宅小贴士中的前面20个，今天再次说说另外10个小贴士，供朋友们参考哦：21、隔角煞冲射，宜盆栽抵挡：要想居家平安健康
男女情爱怀孕周报（3月24—30日）,郑博士,郑伟建博士/文特别说明：不少夫妻想怀孕未果，也有不少男女不想怀孕却怀上了。因此知道孕事很重要。本周冲忌：周一冲狗、周二冲猪、周三冲鼠、周四冲牛、周五冲虎、周六冲兔、周日冲龙特别忠告：本文是郑博士根据位
三八妇女节的迎春花,雁北草,2025年3月8日，三八妇女节，上午，在唐山工业博物馆园林，我观赏了绽放的迎春花。
大开眼界,风清扬0423,大开眼界（25——84）上船的第一个讲座是一位女旅游达人，讲的是“德国旅游日”，因故没有从头听起，不知道这位女达人贵姓高名，也不知道前面都讲了些什么，但从我迟到时看到的PPT资料，足以人我大开眼界、大
伊斯坦布尔住宿的青旅【土耳其*西亚行】,秋天的枫叶,伊斯坦布尔住宿的青旅【土耳其*西亚行】在伊斯坦布尔的住宿旅馆，原来我预订在塔克西姆广场一侧。后来北京朋友和南京朋友相继加入，那家青旅已客满。我只能另行选择，经过反复比较，还是选择在独立大街旁的一家青旅
读懂冬天的时候……——读杨筱英散文《冬韵》,金华,冬韵/杨筱英轮回的四季像是一部舞台剧，演绎了春之明媚，夏之热烈，秋之丰硕，接下来，上场的该是冬了。寒冷干燥是北方冬天固有的名片，冰和冷是冬最鲜明的符号和最响亮的口号，没有哪一个季节像冬一样冷峻宁静、
81@365回忆印尼巴厘岛的旅游集锦十八,l17311731老李,被印度洋所环抱的贝妮达岛也是巴厘岛的一座离岛，它位于巴厘岛东南面的龙目海峡。结束了蓝梦岛短暂的游览后，我们继续乘坐快艇又向贝尼达岛驶去。巴厘岛的贝尼达岛尽显着大自然的鬼斧神工，这里被海浪侵蚀形成的天
蝶恋花·海棠梦醉,枫溪流丹,蝶恋花·海棠梦醉     粉面娇羞风细弄，独倚斜栏，倩影曾轻拥。     燕子归来寻旧梦，穿帘犹恐春心动。     薄命红颜谁与共，梦里佳期，心若冰霜冻。     泪湿罗裳愁暗种，残阳欲
齐齐破冰训练第五天，小家伙的分神程度是少见的,老詹的高尔夫生活,2月7日星期五今天是齐齐破冰训练的第五天。小家伙今天训练的表现比之前都更好。今天在训练里，我适当加入了认知的学习，主要是关于数字方面。齐齐已经认识1-10的数字，但他数数一直是个大问题，他总是无法完成
欧国联西班牙2比2荷兰，哈托直红后梅洛诺绝平球很运气,婉约云儿,欧国联A联赛1/4决赛首回合的较量中，西班牙与荷兰以 2-2握手言和，比赛过程跌宕起伏，这也是强强对话的标配，斗牛士5连胜被荷兰终结，橙衣军团的锐气仍是最大的看点。值得一提的是哈托被直接红牌罚下是本场
落花残叶亦有别样美,三色堇吴幼坚,题图由阿坚2023年3月29日下午摄于广州东山湖公园。落花残叶亦有别样美  立春这天我发表了自己和亲友拍摄的一些春色照片，其实很常见很一般，但次日读到粉丝留言，我和她互动起来——  艺：照片真美好，像
2025年二月游淮安（七）里运河文化长廊,恋上旅行,淮安里运河文化长廊是从淮安主城区到淮安老城区一段，当我赶到主城区时，已经黄昏，所以就拍拍引人注目的高塔啊！长长的运河也得拍拍啦！
影梦情牵,摄影师eale老秘,
琴梦昭华,摄影师eale老秘,
建国后的林元帅541,舒云探访九一三事件,
春季大忙，忙什么----修理农具整地备播,文献南阳,春季大忙，忙什么----  修理农具&bull;整地备播  《荀子&bull;王制》云：“春耕、夏耘、秋收、冬藏，四者不失时，故五谷不绝而百姓有馀食也。”自古以来，我国是个农业文明古国。春天耕种、
乌兹别克斯坦（45）布哈拉-四塔清真寺,刀如焰,四塔清真寺，又称查米纳清真寺。从旅游地图上看，查米纳是市内最东面的景点，选择从这里开始，能够从东到西贯穿几乎所有的市内景点。四塔清真寺并不是一座真正意义上的清真寺，它只是古代神学院建筑群的一部分，可惜
[转载]2022年06月22日,周玉琪,原文地址：2022年06月22日作者：可颖的玫瑰梦
[转载]千姿百态,周玉琪,原文地址：千姿百态作者：可颖的玫瑰梦
[转载]2022年06月23日,周玉琪,原文地址：2022年06月23日作者：可颖的玫瑰梦
[转载]米的风,周玉琪,原文地址：米的风作者：可颖的玫瑰梦
[转载]雪舞清灵,周玉琪,原文地址：雪舞清灵作者：摄影师eale老秘
无需人扶，自己站稳。,草囡,无需人扶，自己站稳。文/草囡 无气无力难适从，需索示意消严重，人生伴侣互欣颂，扶危济困显爱宠。自强资深向前弄，己见固执致繁雄，站立坐稳防耳聋，稳步稳行跃腾空。
[转载]昭昭盈柔念念春秋,周玉琪,原文地址：昭昭盈柔念念春秋作者：美图分享
2024南高加索行录（9）巴库（8）海湾夜色,梁斋,晚饭后，到海湾看夜景。里海黑乎乎，岸边灯光也不算亮堂，就这么个夜景了。
[转载]壬寅诗历：二月廿一日,周玉琪,原文地址：壬寅诗历：二月廿一日作者：曲径通幽壬寅诗历：二月廿一日宋·释德洪、元·刘永之宋·释德洪《二月二十一日奉陪季长游岳麓饭罢登法华台赋此》法华台上凭栏久，吹鬓东风晚雨晴。断岸平横千雉堞，道林远在一
[转载]90@365隋·卢思道,周玉琪,原文地址：90@365隋·卢思道作者：曲径通幽隋·卢思道卢思道（535年～586年），字子行，小字释奴，范阳涿县（今河北省涿州市）人。北齐到隋朝大臣、著名诗人，隐士卢道亮之子。出身范阳卢氏北祖大房。聪
[转载]都郊现代诗选,秋风扫落叶QinRuoshui,"原文地址：都郊现代诗选作者：沙里途_的博客都郊现代诗选6. 霍金的宇宙论他死了，他思想还活着宇宙不止一个, 还有多个宇宙的并存不是独一无二宇宙大爆炸也不止发生过一次由此推测出，会产生多个平行宇宙霍金还"
日常穿搭（13）,可爱弯弯的成长,今日穿搭。小黑裙+花边牛仔衬衣。当简约的衬衣邂逅优雅的小黑连衣裙，一场时尚的浪漫邂逅就此展开。高级感花边的衬衣，以其经典的版型与百搭属性，为整体造型注入干练利落之感。而小黑连衣裙，凭借神秘深邃的色调与
日常穿搭（12）,可爱弯弯的成长,今日穿搭。轻奢高级感葡萄紫马甲两件套针织连衣裙，解锁春日洋气密码，温柔又时尚～               已经注册公众号可爱弯弯，我在那里等着大家。
龙年拍朝天宫（一）,小雪九九,我经历的一切往事都证明了这样一个结论：一个人只有一次生命，统一的、一致的生命，就像一张毛毡，毛都压在一起了，不能分离。过去的一切生活，最后都要连接成一个整体的生活，连接成我现在这里的生活。——卡尔维诺
【诗与词】褒借易道如歌君《五律-杂咏》鸠拙一首,默兄,==致谢老同学叶松春先生提供的资料==褒借易道如歌君《五律-杂咏》鸠拙一首撰文/默兄微雕户列簪缨络，秉圭科臬索。雕虫小技能，阐赜玄关豁。详衮冁行宫，策绥爰喜鹊。文章黻黼函，跋识微知著。==入声十药==
乌兹别克斯坦（43）布哈拉-唐上清宫清真寺,刀如焰,根据导航我们来到唐上清宫清真寺（BoloHauz Mosque），唐上清宫清真寺建于1718年，意为蓄水池上方是布哈拉样式最优雅的清真寺之一门前有一个池塘。因为建在一处水塘旁，也被称为水塘上的清真寺，
生活习惯与癌症发生关系密切,健康指南杂志社官博,编辑癌症也被认为是一类与生活方式有关的慢性疾病。例如，衣食住行都会引发“生活方式癌”，其中，以饮食与癌症的关系最为密切。研究提示，一定程度上，胃癌、肠癌、肝癌、喉癌、食管癌、肺癌、胰腺癌、胆管（囊）癌
防病治病的16条运动提示（一）,健康指南杂志社官博,编辑运动锻炼除强身健体外，在疾病预防和康复方面也具有重要意义。在很多疾病的预防、治疗、康复和防复发中，医生都特别强调运动锻炼的重要作用。运动有助于预防和治疗哪些疾病？慢性病患者在运动锻炼时要注意哪些问
疑病症是一种心理障碍,健康指南杂志社官博,编辑首先要强调的一点是，老年人应关心自己的身体，对常见慢病提高警惕，及时捕捉身体出现的疾病信号。但如果超出“正常关心”的范围，出现“疑病症”，则不利于健康。中老年人所疑疾病主要集中在三类：第一类是心血
[转载]自在人生的十要点,巴山育人,原文地址：自在人生的十要点作者：春云如烟一、不要拿自己去跟别人比较而贬低自己每个人都有自己的特点，每个人都是独一无二的奇迹。尺有所短，寸有所长，不必拿自己的优点与别人的缺点作比较，也不必经常自叹某某处
防癌体检这样做,健康指南杂志社官博,编辑1.高危人群定期进行防癌体检直系亲属中有人患癌的；年龄≥40岁；生活工作环境里有致癌高危因素；出现症状，如体重下降、贫血、乏力、长出肿块等；长期有不良嗜好，比如饮酒、抽烟、熬夜者；长期焦虑、抑郁、
如何早期识别阿尔茨海默病？,健康指南杂志社官博,编辑阿尔茨海默病患者多隐袭起病，少数患者可在躯体疾病、骨折或精神受刺激后出现症状。加强对早期轻度症状的识别，应及时就医，对扭转病情的发展具有重大意义。近记忆障碍常为本病首发症状，患者对新近发生的事容易
健康晚餐的关键点,健康指南杂志社官博,PART1不要吃得太晚晚餐宜在睡觉前4~5小时完成，因此一般应在7点前吃完。PART2谷物、清淡为主晚餐宜吃点富含维生素和膳食纤维的薯类、玉米、杂粮等主食，菜肴需包括蔬菜和豆制品、鱼虾或蛋类。应避免吃
帮助肾上腺的饮食计划,健康指南杂志社官博,编辑1.早餐用鸡蛋、肉和奶酪，做成一盘美食，比如火腿奶酪煎蛋卷，是开始一天的一个很好的方式。适量的牛奶、酸奶和其他奶制品等食物也是如此，但应避免高碳水化合物的食物，如煎饼、土豆和白面包。一片全麦面包也
晚餐吃得“太好”的害处,健康指南杂志社官博,编辑1.高血脂、脂肪肝晚餐吃得多而消耗少，多余的能量会转化成脂肪，会导致血脂增高，并沉积于肝脏上，形成脂肪肝。2.动脉硬化及高血压“三高”膳食，加上夜间血流减慢，胆固醇更容易沉积在血管壁上，造成血管壁
【寻访山西古建筑古迹系列】介休后土庙，山西古建奇迹。,心旅程gg,山西是全国第一古建大省，古建筑数量占到了全国的半壁江山。在这片古老的土地上，一座座古建筑，如同翻阅着一本本厚重的史书，建筑与文化的交相呼应。当我们一次次目睹那些寺观庙宇、民居古镇、楼塔桥梁之时，心中不
古代防御性建筑有哪些？,古建家园,古代诸侯国之间互相攻战，攻城略地。城市需要保护，于是就需要一系列的防御性建筑来抵御外敌。古代防御性建筑包括城墙、城楼、烽火台、关隘、城堡等。古代城墙城墙，古代军事防御设施，由墙体和其它辅助军事设施构成
突发脑梗到底该怎么办？,健康指南杂志社官博,壹发生脑卒中千万不要自行用药编辑病例：患者王先生，在严重的脑中风发作前已有症状，但他没有管这些症状，到脑中风发生的那一刻，吃药好还是去医院好，王先生还是选择了吃药。而选择吃药的方法，在脑卒中发生时并不
糖尿病酮症酸中毒分四期,健康指南杂志社官博,编辑糖尿病酮症酸中毒的发生是循序渐进、有迹可循的，一般可以分为以下4个阶段：01早期：首先会表现为“三多一少”（多饮、多尿、多食及消瘦）症状加重。02中期：酸中毒失代偿后，病情迅速恶化，会出现疲乏、食
如何预防脑卒中复发？,健康指南杂志社官博,编辑中风具有高患病率、高病死率、高致残率和高复发率的特点，资料显示，缺血性中风2年内复发率为15%，5年内复发率高达20%~30%。因此，预防再次中风不能忽视，同时也要积极采取各种预防手段。01抗血小
如何预防肝硬化,健康指南杂志社官博,编辑慢性肝病患者长期无症状，有时检查身体时才发现肝功能不正常，所以，做好肝硬化的防治是慢性肝病患者日常生活中的重中之重。1.从蛛丝马迹中早发现、早治疗原因未明的消化不良症状，特别是食纳减退、腹胀、腹泻
如何防治慢性缺氧,健康指南杂志社官博,编辑大气中的氧气始终涵养着我们，只要珍贵它、热爱它，时刻敞开胸膛舒展呼吸，就能远离缺氧。part.1有氧运动许多轻、中度高血压患者坚持适当运动以后，血压逐渐下降至正常水平，其中最主要的原因可能是大幅度
老年人务必加强护肾,健康指南杂志社官博,一、冬天做好保暖编辑调查发现，在冬天不论是肾功能恶化或是洗肾新病人，都远超过其他各季，主因是低温下血管收缩，血压窜升，小便量减少，血液凝结力变强，容易让肾脏出状况。二、勿暴饮暴食人体吃下的食物最终会代
【湖北武汉】汉口租界（八）：沿江大道（下）,晓风季月,2025年1月30日 湖北省武汉市江岸区上图是武汉客运港，下图是英资怡和洋行汉口分行旧址。英资怡和洋行汉口分行旧址是一幢二层小楼。该分行开设于1862年，这幢楼的建造年代不详，怡和洋行主营航运，兼营进
警惕慢性缺氧的信号,健康指南杂志社官博,编辑决定身体有氧与缺氧的关键指标，就是红细胞带氧浓度的高低。正常健康人血氧饱和度应该在95%~99%。而心血管疾病、肺部疾病、空气稀薄、疲倦过劳、睡眠不足、气温过低、精神紧张都能降低血氧含量。出现以下
屈元公的毒计,李治亚的博客,果然杨凡中了计。当然带着人马杀了过来的时候，他才知道那些哭爹喊娘的士兵不是宋军，而是自己人。至于牤牛也都落入陷马坑、梅花坑。看起来自己人上当了。不过冲都冲过来了，大话都吹出去了，不杀几个宋军，怎么好意
眩晕是脑卒中的常见重要症状,健康指南杂志社官博,编辑心梗病人会出现心绞痛，一般不会被耽误；而脑梗发生得比较温和，很难察觉先兆。其实，脑梗也有一些蛛丝马迹，嘴歪、胳膊没劲、说话不清或听不懂是常见的三个症兆，此外，眩晕就是其发生的重要征兆。1.眩晕是脑
发生脑卒中的高危人群有哪些？,健康指南杂志社官博,编辑1.高血压患者据报道，80%的中风患者有高血压病史，而高血压患者发生中风的危险性是正常血压者的4倍。因此，高血压患者即使没有明显的症状，也应坚持服药，控制好血压，千万不可麻痹大意。2.糖尿病患者据
大兴国际机场【蒙俄火车之旅】,秋天的枫叶,大兴国际机场【蒙俄火车之旅】从海参崴回国，先要在北京转机，时间长达20个小时。原打算在机场外宾馆住上一晚，休息一下，然后再乘飞机回上海。后来想到大兴机场是新建的，据说非常漂亮。于是就待在了机场，在机场
【乙巳年随笔】艺术本该是一种生活方式,默兄,==致谢老同学叶松春先生提供的资料==艺术本该是一种生活方式撰文/默兄活出精气神来就看人们内心深处能否拨动一根弦的韵律青花瓷坐着无非衬托思维的借鉴在三维或者六维空间愿者上钩说辞每天沉浸柴米酱醋盐的琐碎
云南讲武堂旧址,青山,云南讲武堂创办于1909年，至1928年共办19期，毕业学员达4000余人，有的后来成为杰出的革命将领，如朱德、叶剑英等。云南讲武堂旧址，讲武堂主体建筑为走马转角楼式的二层砖木结构，东、南、西、北四楼
大权独揽的石虎,李治亚的博客,抓住了刘曜，可惜刘岳跑了，石虎要斩尽杀绝。于是冉闵自告奋勇，带着结义兄弟，还有三千人马追击刘岳。路过石门关，守将王大鹏一见元帅来了，赶紧迎接。刘岳看着王大鹏带着偏将牙将赶来，问询情况，王大鹏说：元帅，
慢性缺氧危害严重,健康指南杂志社官博,编辑氧气对人体来说极其重要，一刻也不能停止呼吸，因为人体氧气储备只够在缺氧的环境中用6分钟。众所周知，急性缺氧可使人发生呼吸困难、甚至昏迷死亡，而忽视了慢性缺氧带来的巨大危害。忙于药物治疗、营养保健的
脑卒中的常见病因有哪些？,健康指南杂志社官博,编辑导致中风最直接的原因是脑血流中断。许多原因都会造成脑血流循环障碍，既可以是脑血管的局部病变，也可以是全身性疾病在脑部的表现。中风的常见病因有以下几点：1动脉硬化常见的动脉硬化有动脉粥样硬化和高血压
病症分离，不再为安不安支架而焦虑,健康指南杂志社官博,不少患者平时毫无不适，没有胸闷、胸痛。当下冠状动脉CT做的泛而滥，查出不少“肌桥”、一些狭窄不重，尤其临界（狭窄70%~80%）的病变。一些极其荒谬的信息，传播得家喻户晓，诸如“狭窄到了70%，一定要
美国糖尿病指南有哪些更新？,叶金朝,近日，美国糖尿病学会（ADA）正式发布2025年《糖尿病管理标准》（下称《标准》）。作为国际糖尿病领域的标杆性指南，新版《标准》相较于往年进行了更新与修订，本报整理了与人们生活息息相关的新增建议与要点
2025款吉利星愿vs比亚迪海鸥：6万级纯电小车王者易主，谁才是真香之选？,大道杂谈,"【文/财圈社&道哥说车惠泽】2025年2月，吉利星愿以28,588辆的销量逆袭比亚迪海鸥（26,958辆），登顶销量市场冠军。这场“国民代步车”之争背后，究竟是星愿的越级配置更香，还是海鸥的刀"
[转载]春樱似雪萌猫入画---阳光笙箫支剑笙博客,周玉琪,原文地址：春樱似雪萌猫入画---阳光笙箫支剑笙博客作者：阳光笙箫支剑笙阳光笙箫支剑笙博客春樱似雪萌猫入画亭影樱花似雪开，满园风光春色来。倒映未谢垂枝樱，萌猫跳动窜亭台。雨过天青春满园，坐看云起见风彩。
[转载]青春玉笛悠扬---阳光笙箫支剑笙博客,周玉琪,原文地址：青春玉笛悠扬---阳光笙箫支剑笙博客作者：阳光笙箫支剑笙阳光笙箫支剑笙博客青春玉笛悠扬青春玉笛悠扬，阳光正好灿烂。绵绵柔柔云彩，红红火火时光。一帘幽梦暗香，甜言蜜语话长。文采华丽手笔，天高地
[转载]美丽空姐，气质优雅（转自春云如烟博客）,周玉琪,
[转载]婀娜多姿,周玉琪,原文地址：婀娜多姿作者：春云如烟
不赚钱车企势必被淘汰吉利新能源已全面盈利,大道杂谈,【文/财圈社&道哥说车麻建宇】“在未来相当长的一段时间内，我们在销量不断创历史新高的同时，利润也一定会节节升高，屡创历史新高”，吉利汽车控股有限公司行政总裁及执行董事桂生悦在吉利汽车2024年
B级新能源运动轿车9万级MAZDAEZ-6有多狠？,大道杂谈,汽车市场的内卷，让消费者看到了更多低价买车的机会，以往高不可攀的合资品牌纷纷打响一口价标签，个别合资B级轿车来到10万级。这说明，它们正试图通过更具诚意的价格抢回用户。然而，“本以为一口价就已经天下无
达卡国家博物馆【打卡孟加拉国】,秋天的枫叶,达卡国家博物馆【打卡孟加拉国】孟加拉国没有几个景点，能去就尽量去看看。门票是双轨制，外国人500塔卡。孟加拉国国家博物馆分为3层，包含大量有趣的藏品，包括雕塑和绘画的印度教，佛教和穆斯林时期，还有孟加
春分,寒星,春分文/寒星一粒种子破土而出站在田埂上能听到麦苗拔节的声响沉默一冬的树枝长出嫩绿嫩绿的芽油菜花像个野丫头满山遍野的疯跑 跟着疯的还有樱和杏 还有叫桃的丫头 蜜蜂和蝶紧随其后树上的几只斑鸠不甘寂寞咕 咕
探秘古蜀文明│走进广汉三星堆博物馆（七）,网络文魁,青铜人头像的面部特征尤为独特，眼睛夸张地凸出，似能洞察天地；大耳向两侧伸展，仿佛倾听世间万物；阔嘴微张，似欲诉说古老的秘密。此外，它们的眉毛浓密且竖立，鼻子又大又宽，嘴巴大而扁平，具有极高的艺术表现力
诗歌：探询桂花,张英辅,诗歌：探询桂花.一直想写这首诗但每次都没有写好何时才能完成心愿把稿烧了再写写了再烧……但我没有责怪过自己因这不是我自已无能是我从未见过桂花树我不知她为什么要起这么一个名字据说桂花是芳香馥郁的这样子这个
万事皆备，唯待晴日【3月21日阳光上午】,柳岸之居士,题图一：门外上车题图二：到东昌路渡口 岁初，天时异于常，冬暖而春寒。仲春望日，与女游于梅园，观梅之盛景，后至Chilli's品下午茶，是日天晴气朗，心甚怡然。又于季春朔日，往杨浦滨江之怡和1915，赏
七绝·朵美斯顿酒楼（外一首）,刘福新,七绝·朵美斯顿酒楼（外一首）刘福新前天初莅这樽楼，绕厦祥云尽力搂。堪笑老夫无馈赠，吟成俚句便归舟。韵取十一尤。七绝平起式（正格七绝）（平）平（仄）仄仄平平，（仄）仄平平仄仄平。（仄）仄（平）平平仄仄，
春分日桃花涧攀岩,东方冷月,春分日桃花涧攀岩东方冷月云峰遥上步崖巉，骋目东溟驭海帆。年近古稀心不老，桃花叠涧笑攀岩。2025.3.20春分
傍晚时分【2025-3】,老郑的摄影,傍晚时分【2025-3】
春日寻芳斗米咀（下）,潇湘一石,（2025年3月17日摄於湖南省岳阳市湘阴县斗米咀）湖南湘阴县城西湘江尾闾左岸，有一片挟江拥湖的圩田和洲滩，名叫斗米咀。相传有一年洪水上涨，堤脚穿孔，大家挑土堵塞，十担、百担、千担、万担土都无法堵住，
天宝之变：两将投降李光弼，贼军胆落效狼奔,萧家老大,天宝之变：两将投降李光弼，贼军胆落效狼奔史思明既失了刘龙仙，一时不敢攻城，但出良马千余匹，每日在河渚洗澡，循环不休。李光弼却命索军中牝马得五百匹，纵浴河旁，贼马为牝马所引，渡河而来，被官军尽驱入城。史
奥森北园桃花大道惊艳游人,光影骑士王,摄影：光影骑士王拍摄时间：2025年3月20日　　如今，北京奥森北园的山桃花如约而至，粉白相间的花朵如云似霞，与上空的蓝天、绿色柳栢树相映成趣。当人们从奥森北园东门进入，沿主干道一直西行，只见道路两旁
十神组合看人生成就,张鑫龙风水命理阁,伤官势旺伤官透出天干且地支有根气，能说善变，表演天赋极强，学习能力也很强，聪明智慧应变能力强，但有时候难免有些傲气，也容易树敌。伤官劫财伤官与劫财组合在一起，胆量大，行动力强，敢说敢做，爱恨分明，成功
2025乙巳年通盛及生肖运势3月22日,张鑫龙风水命理阁,公元2025年3月22日，农历二月二十三日，星期六。人是一切的根本，心是一切的本源。钱的背后是事，事的背后是人，人的背后是心，心的背后是欲，欲的背后是性，性的背后是空，空的背后是有；太虚灵幽地，真空妙
